[computeDictionary] Generating visual words...
pixel 11688: 59 42 1
pixel 11689: 78 60 6
pixel 11690: 86 70 6
pixel 11691: 82 67 0
pixel 11692: 85 71 1
pixel 11693: 88 75 2
pixel 11694: 87 68 1
pixel 11695: 87 68 1
pixel 11696: 90 70 2
pixel 11697: 96 72 4
pixel 11698: 106 78 10
pixel 11699: 112 82 12
pixel 11700: 114 78 10
pixel 11701: 111 73 3
pixel 11702: 116 81 2
pixel 11703: 119 88 5
pixel 11704: 119 91 3
pixel 11705: 116 92 0
pixel 11706: 121 100 3
pixel 11707: 145 125 21
pixel 11708: 154 131 20
pixel 11709: 165 139 21
pixel 11710: 173 149 17
pixel 11711: 172 151 10
pixel 11712: 163 144 5
pixel 11713: 141 125 1
pixel 11714: 141 127 1
pixel 11715: 141 125 1
pixel 11716: 150 135 4
pixel 11717: 144 128 4
pixel 11718: 101 85 1
pixel 11719: 64 53 2
pixel 11720: 45 33 1
pixel 11721: 38 30 2
pixel 11722: 33 26 7
pixel 11723: 27 26 13
pixel 11724: 26 28 18
pixel 11725: 26 25 20
pixel 11726: 25 26 19
pixel 11727: 29 26 23
pixel 11728: 29 26 23
pixel 11729: 27 26 21
pixel 11730: 27 26 21
pixel 11731: 25 27 21
pixel 11732: 26 26 22
pixel 11733: 25 25 21
pixel 11734: 24 24 20
pixel 11735: 25 24 23
pixel 11736: 23 25 23
pixel 11737: 24 24 24
pixel 11738: 23 23 23
pixel 11739: 25 24 23
pixel 11740: 23 24 21
pixel 11741: 24 24 24
pixel 11742: 26 26 22
pixel 11743: 25 24 23
pixel 11744: 23 23 23
pixel 11745: 23 23 23
pixel 11746: 22 24 22
pixel 11747: 23 23 19
pixel 11748: 23 22 21
pixel 11749: 24 25 22
pixel 11750: 24 24 20
pixel 11751: 22 23 20
pixel 11752: 25 25 21
pixel 11753: 22 21 20
pixel 11754: 22 23 20
pixel 11755: 22 23 20
pixel 11756: 23 24 21
pixel 11757: 26 23 20
pixel 11758: 24 21 18
pixel 11759: 22 23 20
pixel 11760: 22 22 22
pixel 11761: 23 24 25
pixel 11762: 22 22 22
pixel 11763: 23 23 23
pixel 11764: 24 23 22
pixel 11765: 24 22 20
pixel 11766: 23 22 21
pixel 11767: 23 23 19
pixel 11768: 23 22 21
pixel 11769: 23 22 21
pixel 11770: 23 22 21
pixel 11771: 22 22 22
pixel 11772: 23 23 23
pixel 11773: 22 22 22
pixel 11774: 22 23 20
pixel 11775: 23 24 21
pixel 11776: 21 21 21
pixel 11777: 22 22 22
pixel 11778: 20 21 22
pixel 11779: 18 21 20
pixel 11780: 20 21 18
pixel 11781: 19 21 19
pixel 11782: 22 22 22
pixel 11783: 23 21 23
pixel 11784: 23 21 23
pixel 11785: 22 21 20
pixel 11786: 22 22 22
pixel 11787: 23 22 21
pixel 11788: 23 22 21
pixel 11789: 24 23 22
pixel 11790: 23 23 19
pixel 11791: 22 23 20
pixel 11792: 21 21 21
pixel 11793: 20 20 20
pixel 11794: 20 23 22
pixel 11795: 21 23 21
pixel 11796: 20 21 22
pixel 11797: 21 23 21
pixel 11798: 21 23 21
pixel 11799: 20 23 22
pixel 11800: 21 23 21
pixel 11801: 21 23 21
pixel 11802: 22 22 22
pixel 11803: 21 23 21
pixel 11804: 20 23 22
pixel 11805: 21 21 21
pixel 11806: 22 24 22
pixel 11807: 23 22 21
pixel 11808: 22 23 20
pixel 11809: 22 23 20
pixel 11810: 22 23 20
pixel 11811: 20 19 18
pixel 11812: 23 21 19
pixel 11813: 23 21 19
pixel 11814: 26 25 16
pixel 11815: 29 25 9
pixel 11816: 29 24 7
pixel 11817: 33 25 1
pixel 11818: 36 30 0
pixel 11819: 48 39 2
pixel 11820: 63 51 3
pixel 11821: 71 60 5
pixel 11822: 73 61 1
pixel 11823: 76 64 0
pixel 11824: 84 69 2
pixel 11825: 89 73 1
pixel 11826: 89 73 1
pixel 11827: 87 72 1
pixel 11828: 87 72 1
pixel 11829: 98 80 2
pixel 11830: 105 85 1
pixel 11831: 109 87 1
pixel 11832: 112 90 0
pixel 11833: 115 92 1
pixel 11834: 117 97 1
pixel 11835: 142 122 18
pixel 11836: 153 132 23
pixel 11837: 162 141 20
pixel 11838: 171 149 15
pixel 11839: 168 154 8
pixel 11840: 144 134 0
pixel 11841: 140 129 2
pixel 11842: 149 139 1
pixel 11843: 147 137 7
pixel 11844: 103 98 1
pixel 11845: 56 52 0
pixel 11846: 44 41 2
pixel 11847: 36 35 2
pixel 11848: 30 27 4
pixel 11849: 29 27 13
pixel 11850: 26 26 18
pixel 11851: 26 25 20
pixel 11852: 25 24 19
pixel 11853: 27 26 21
pixel 11854: 28 27 22
pixel 11855: 27 26 21
pixel 11856: 24 24 20
pixel 11857: 26 25 20
pixel 11858: 25 24 19
pixel 11859: 24 24 20
pixel 11860: 25 25 21
pixel 11861: 26 24 22
pixel 11862: 24 23 22
pixel 11863: 24 24 20
pixel 11864: 22 23 20
pixel 11865: 22 23 20
pixel 11866: 24 22 24
pixel 11867: 24 24 24
pixel 11868: 24 25 22
pixel 11869: 22 24 22
pixel 11870: 21 22 19
pixel 11871: 22 23 20
pixel 11872: 21 23 21
pixel 11873: 23 23 23
pixel 11874: 21 23 21
pixel 11875: 24 23 22
pixel 11876: 24 23 22
pixel 11877: 24 23 22
pixel 11878: 22 23 20
pixel 11879: 22 24 22
pixel 11880: 22 23 20
pixel 11881: 22 22 22
pixel 11882: 22 23 20
pixel 11883: 21 22 19
pixel 11884: 22 23 20
pixel 11885: 23 23 19
pixel 11886: 23 23 19
pixel 11887: 22 21 20
pixel 11888: 23 22 21
pixel 11889: 24 23 22
pixel 11890: 25 25 25
pixel 11891: 24 24 24
pixel 11892: 24 24 24
pixel 11893: 23 22 21
pixel 11894: 23 22 21
pixel 11895: 23 22 21
pixel 11896: 22 21 20
pixel 11897: 23 22 21
pixel 11898: 22 23 20
pixel 11899: 22 21 20
pixel 11900: 22 21 20
pixel 11901: 22 21 20
pixel 11902: 22 22 22
pixel 11903: 22 23 20
pixel 11904: 20 20 20
pixel 11905: 23 23 23
pixel 11906: 20 20 20
pixel 11907: 19 21 19
pixel 11908: 22 22 22
pixel 11909: 22 23 24
pixel 11910: 24 22 20
pixel 11911: 24 21 22
pixel 11912: 21 20 19
pixel 11913: 23 21 19
pixel 11914: 20 19 18
pixel 11915: 22 21 20
pixel 11916: 23 22 21
pixel 11917: 21 20 19
pixel 11918: 22 21 20
pixel 11919: 23 22 21
pixel 11920: 23 22 21
pixel 11921: 23 22 21
pixel 11922: 21 22 23
pixel 11923: 22 24 22
pixel 11924: 21 21 21
pixel 11925: 21 23 21
pixel 11926: 22 24 22
pixel 11927: 22 22 22
pixel 11928: 21 23 21
pixel 11929: 19 21 19
pixel 11930: 25 24 23
pixel 11931: 23 22 21
pixel 11932: 21 23 21
pixel 11933: 21 23 21
pixel 11934: 21 21 21
pixel 11935: 21 23 21
pixel 11936: 19 21 19
pixel 11937: 21 22 19
pixel 11938: 22 22 18
pixel 11939: 22 22 18
pixel 11940: 25 24 23
pixel 11941: 23 22 21
pixel 11942: 22 23 20
pixel 11943: 22 22 18
pixel 11944: 22 22 18
pixel 11945: 22 21 16
pixel 11946: 23 23 11
pixel 11947: 27 25 11
pixel 11948: 30 28 6
pixel 11949: 32 27 2
pixel 11950: 36 29 2
pixel 11951: 54 47 4
pixel 11952: 62 54 2
pixel 11953: 67 58 1
pixel 11954: 80 69 6
pixel 11955: 74 63 0
pixel 11956: 74 60 2
pixel 11957: 90 72 2
pixel 11958: 95 76 1
pixel 11959: 94 72 2
pixel 11960: 105 83 1
pixel 11961: 114 90 2
pixel 11962: 122 100 6
pixel 11963: 139 116 13
pixel 11964: 148 126 16
pixel 11965: 166 144 22
pixel 11966: 169 147 13
pixel 11967: 161 148 3
pixel 11968: 155 144 1
pixel 11969: 143 135 3
pixel 11970: 118 112 2
pixel 11971: 63 54 1
pixel 11972: 46 38 2
pixel 11973: 42 35 0
pixel 11974: 35 26 1
pixel 11975: 35 29 11
pixel 11976: 28 27 14
pixel 11977: 26 28 18
pixel 11978: 26 25 20
pixel 11979: 26 25 20
pixel 11980: 26 26 22
pixel 11981: 26 26 22
pixel 11982: 26 26 22
pixel 11983: 27 27 23
pixel 11984: 24 24 20
pixel 11985: 22 26 18
pixel 11986: 24 26 20
pixel 11987: 24 27 22
pixel 11988: 24 25 18
pixel 11989: 24 24 20
pixel 11990: 24 24 20
pixel 11991: 24 23 18
pixel 11992: 23 23 19
pixel 11993: 25 24 19
pixel 11994: 24 23 22
pixel 11995: 24 24 24
pixel 11996: 24 23 22
pixel 11997: 22 24 22
pixel 11998: 23 24 21
pixel 11999: 22 24 22
pixel 12000: 24 23 22
pixel 12001: 23 22 21
pixel 12002: 24 24 24
pixel 12003: 27 26 25
pixel 12004: 24 23 22
pixel 12005: 25 24 23
pixel 12006: 23 22 21
pixel 12007: 22 22 22
pixel 12008: 21 23 21
pixel 12009: 24 24 24
pixel 12010: 21 22 19
pixel 12011: 23 24 21
pixel 12012: 22 24 22
pixel 12013: 22 21 20
pixel 12014: 22 21 20
pixel 12015: 25 24 23
pixel 12016: 23 23 19
pixel 12017: 24 23 22
pixel 12018: 22 23 20
pixel 12019: 21 22 19
pixel 12020: 20 21 22
pixel 12021: 23 23 19
pixel 12022: 22 21 20
pixel 12023: 22 23 20
pixel 12024: 20 21 18
pixel 12025: 22 22 22
pixel 12026: 22 22 22
pixel 12027: 22 22 22
pixel 12028: 25 23 21
pixel 12029: 24 23 22
pixel 12030: 22 22 18
pixel 12031: 23 22 21
pixel 12032: 23 23 23
pixel 12033: 23 22 21
pixel 12034: 21 21 21
pixel 12035: 21 23 21
pixel 12036: 21 22 19
pixel 12037: 21 23 21
pixel 12038: 22 22 18
pixel 12039: 22 21 20
pixel 12040: 20 21 18
pixel 12041: 19 19 19
pixel 12042: 20 20 20
pixel 12043: 21 22 23
pixel 12044: 20 21 22
pixel 12045: 20 21 22
pixel 12046: 21 22 23
pixel 12047: 20 22 24
pixel 12048: 20 23 22
pixel 12049: 20 21 22
pixel 12050: 20 22 20
pixel 12051: 20 22 20
pixel 12052: 20 21 22
pixel 12053: 21 23 21
pixel 12054: 21 23 21
pixel 12055: 22 21 20
pixel 12056: 23 22 21
pixel 12057: 23 22 21
pixel 12058: 24 23 22
pixel 12059: 22 21 20
pixel 12060: 25 24 23
pixel 12061: 24 24 20
pixel 12062: 23 24 21
pixel 12063: 22 22 18
pixel 12064: 20 21 18
pixel 12065: 21 22 19
pixel 12066: 24 24 20
pixel 12067: 23 24 21
pixel 12068: 24 23 22
pixel 12069: 23 22 21
pixel 12070: 22 22 18
pixel 12071: 25 24 19
pixel 12072: 23 21 19
pixel 12073: 24 23 18
pixel 12074: 23 21 19
pixel 12075: 23 22 21
pixel 12076: 24 23 18
pixel 12077: 23 22 17
pixel 12078: 26 22 14
pixel 12079: 28 22 8
pixel 12080: 35 26 5
pixel 12081: 45 31 1
pixel 12082: 53 36 3
pixel 12083: 69 52 7
pixel 12084: 82 63 8
pixel 12085: 83 64 1
pixel 12086: 89 69 1
pixel 12087: 93 73 1
pixel 12088: 104 85 6
pixel 12089: 110 88 6
pixel 12090: 118 97 8
pixel 12091: 135 112 17
pixel 12092: 145 124 19
pixel 12093: 156 133 22
pixel 12094: 166 144 22
pixel 12095: 149 133 9
pixel 12096: 126 115 4
pixel 12097: 73 63 1
pixel 12098: 47 40 1
pixel 12099: 41 35 1
pixel 12100: 33 30 3
pixel 12101: 27 27 11
pixel 12102: 26 25 16
pixel 12103: 26 27 20
pixel 12104: 25 24 19
pixel 12105: 26 26 22
pixel 12106: 25 27 21
pixel 12107: 26 26 22
pixel 12108: 24 24 20
pixel 12109: 24 24 20
pixel 12110: 26 26 22
pixel 12111: 24 24 20
pixel 12112: 24 22 20
pixel 12113: 23 24 21
pixel 12114: 27 26 25
pixel 12115: 25 26 23
pixel 12116: 23 22 21
pixel 12117: 22 21 20
pixel 12118: 25 24 23
pixel 12119: 24 23 22
pixel 12120: 24 25 22
pixel 12121: 22 22 22
pixel 12122: 23 23 23
pixel 12123: 24 24 24
pixel 12124: 25 24 23
pixel 12125: 25 25 25
pixel 12126: 22 22 22
pixel 12127: 23 23 23
pixel 12128: 25 25 25
pixel 12129: 24 23 22
pixel 12130: 22 22 22
pixel 12131: 23 22 21
pixel 12132: 23 22 21
pixel 12133: 23 22 21
pixel 12134: 23 22 21
pixel 12135: 23 25 23
pixel 12136: 21 22 23
pixel 12137: 22 23 24
pixel 12138: 25 25 25
pixel 12139: 22 24 22
pixel 12140: 19 22 21
pixel 12141: 21 23 21
pixel 12142: 22 22 22
pixel 12143: 24 24 24
pixel 12144: 22 22 22
pixel 12145: 22 23 24
pixel 12146: 23 23 23
pixel 12147: 22 22 22
pixel 12148: 22 23 20
pixel 12149: 23 22 21
pixel 12150: 24 23 22
pixel 12151: 21 22 23
pixel 12152: 20 21 22
pixel 12153: 20 22 24
pixel 12154: 22 22 22
pixel 12155: 21 23 21
pixel 12156: 22 22 22
pixel 12157: 22 20 22
pixel 12158: 22 22 22
pixel 12159: 21 21 21
pixel 12160: 20 23 22
pixel 12161: 21 23 21
pixel 12162: 23 22 21
pixel 12163: 22 21 20
pixel 12164: 22 21 20
pixel 12165: 24 23 22
pixel 12166: 23 22 21
pixel 12167: 22 21 20
pixel 12168: 21 20 19
pixel 12169: 22 21 20
pixel 12170: 22 22 22
pixel 12171: 21 23 21
pixel 12172: 21 23 21
pixel 12173: 20 22 24
pixel 12174: 21 22 23
pixel 12175: 20 22 24
pixel 12176: 21 22 23
pixel 12177: 21 22 23
pixel 12178: 24 23 22
pixel 12179: 24 23 22
pixel 12180: 23 22 21
pixel 12181: 23 22 21
pixel 12182: 23 22 21
pixel 12183: 23 22 21
pixel 12184: 23 23 23
pixel 12185: 23 23 23
pixel 12186: 23 22 21
pixel 12187: 24 23 22
pixel 12188: 24 23 22
pixel 12189: 23 22 21
pixel 12190: 24 23 22
pixel 12191: 24 23 22
pixel 12192: 24 23 22
pixel 12193: 24 23 22
pixel 12194: 24 23 22
pixel 12195: 22 22 22
pixel 12196: 24 23 22
pixel 12197: 23 22 21
pixel 12198: 23 23 19
pixel 12199: 23 23 15
pixel 12200: 24 23 18
pixel 12201: 24 23 18
pixel 12202: 24 23 18
pixel 12203: 23 23 19
pixel 12204: 23 23 19
pixel 12205: 24 22 20
pixel 12206: 23 23 19
pixel 12207: 23 23 19
pixel 12208: 26 23 16
pixel 12209: 31 25 11
pixel 12210: 34 22 10
pixel 12211: 39 26 5
pixel 12212: 41 25 1
pixel 12213: 54 36 2
pixel 12214: 74 56 2
pixel 12215: 77 61 1
pixel 12216: 93 73 5
pixel 12217: 103 82 9
pixel 12218: 112 91 10
pixel 12219: 121 98 15
pixel 12220: 135 113 27
pixel 12221: 157 138 51
pixel 12222: 139 124 37
pixel 12223: 81 67 1
pixel 12224: 56 44 0
pixel 12225: 47 38 1
pixel 12226: 37 29 1
pixel 12227: 30 27 8
pixel 12228: 27 26 17
pixel 12229: 26 26 18
pixel 12230: 25 24 19
pixel 12231: 26 27 24
pixel 12232: 27 25 23
pixel 12233: 27 27 23
pixel 12234: 24 26 24
pixel 12235: 24 26 24
pixel 12236: 24 26 24
pixel 12237: 26 26 22
pixel 12238: 24 25 22
pixel 12239: 25 25 21
pixel 12240: 24 24 20
pixel 12241: 24 24 24
pixel 12242: 24 23 22
pixel 12243: 23 22 21
pixel 12244: 23 22 21
pixel 12245: 24 24 24
pixel 12246: 24 24 24
pixel 12247: 23 25 23
pixel 12248: 21 23 21
pixel 12249: 20 22 20
pixel 12250: 22 23 24
pixel 12251: 22 24 22
pixel 12252: 23 23 23
pixel 12253: 22 25 24
pixel 12254: 25 25 25
pixel 12255: 24 23 26
pixel 12256: 24 23 22
pixel 12257: 24 23 22
pixel 12258: 24 24 24
pixel 12259: 21 23 21
pixel 12260: 20 22 20
pixel 12261: 21 23 21
pixel 12262: 21 21 21
pixel 12263: 18 20 18
pixel 12264: 20 21 22
pixel 12265: 20 22 24
pixel 12266: 22 22 22
pixel 12267: 25 23 25
pixel 12268: 23 23 23
pixel 12269: 21 23 21
pixel 12270: 22 22 22
pixel 12271: 21 23 21
pixel 12272: 23 23 23
pixel 12273: 22 21 24
pixel 12274: 23 22 21
pixel 12275: 23 22 21
pixel 12276: 24 23 22
pixel 12277: 23 22 21
pixel 12278: 23 22 21
pixel 12279: 20 22 24
pixel 12280: 21 22 23
pixel 12281: 21 23 25
pixel 12282: 22 23 24
pixel 12283: 21 22 23
pixel 12284: 22 23 24
pixel 12285: 21 22 23
pixel 12286: 20 22 24
pixel 12287: 21 21 21
pixel 12288: 21 23 21
pixel 12289: 21 23 21
pixel 12290: 22 21 20
pixel 12291: 22 21 20
pixel 12292: 21 21 21
pixel 12293: 23 23 23
pixel 12294: 21 22 23
pixel 12295: 19 20 21
pixel 12296: 20 22 20
pixel 12297: 23 22 21
pixel 12298: 22 22 22
pixel 12299: 21 21 21
pixel 12300: 21 21 21
pixel 12301: 19 20 21
pixel 12302: 20 20 20
pixel 12303: 19 20 21
pixel 12304: 21 21 21
pixel 12305: 22 22 22
pixel 12306: 21 21 21
pixel 12307: 22 22 22
pixel 12308: 21 22 23
pixel 12309: 21 21 21
pixel 12310: 23 21 23
pixel 12311: 22 23 24
pixel 12312: 23 22 21
pixel 12313: 23 22 21
pixel 12314: 24 23 22
pixel 12315: 24 23 22
pixel 12316: 22 22 22
pixel 12317: 21 21 21
pixel 12318: 20 21 22
pixel 12319: 22 22 22
pixel 12320: 22 22 22
pixel 12321: 23 22 21
pixel 12322: 24 23 22
pixel 12323: 23 23 23
pixel 12324: 24 23 22
pixel 12325: 23 22 21
pixel 12326: 23 22 21
pixel 12327: 22 22 18
pixel 12328: 22 22 18
pixel 12329: 24 24 20
pixel 12330: 22 22 18
pixel 12331: 23 23 19
pixel 12332: 24 24 20
pixel 12333: 22 22 18
pixel 12334: 23 22 17
pixel 12335: 23 22 17
pixel 12336: 24 23 18
pixel 12337: 25 23 17
pixel 12338: 25 22 19
pixel 12339: 25 22 15
pixel 12340: 28 23 14
pixel 12341: 32 25 10
pixel 12342: 34 25 4
pixel 12343: 42 30 2
pixel 12344: 51 36 1
pixel 12345: 75 60 13
pixel 12346: 92 77 26
pixel 12347: 74 58 6
pixel 12348: 74 58 10
pixel 12349: 71 57 11
pixel 12350: 54 40 2
pixel 12351: 42 35 4
pixel 12352: 37 31 9
pixel 12353: 32 27 14
pixel 12354: 28 28 16
pixel 12355: 28 25 22
pixel 12356: 24 24 20
pixel 12357: 26 24 22
pixel 12358: 26 24 22
pixel 12359: 26 27 24
pixel 12360: 24 25 22
pixel 12361: 26 27 24
pixel 12362: 25 25 21
pixel 12363: 25 25 21
pixel 12364: 24 24 20
pixel 12365: 24 24 20
pixel 12366: 25 25 21
pixel 12367: 26 25 20
pixel 12368: 24 22 20
pixel 12369: 25 23 21
pixel 12370: 22 21 20
pixel 12371: 23 24 21
pixel 12372: 23 22 21
pixel 12373: 23 22 21
pixel 12374: 25 24 23
pixel 12375: 24 23 22
pixel 12376: 22 25 24
pixel 12377: 24 24 24
pixel 12378: 24 22 24
pixel 12379: 24 24 24
pixel 12380: 21 21 21
pixel 12381: 21 21 21
pixel 12382: 21 24 23
pixel 12383: 21 22 23
pixel 12384: 23 23 23
pixel 12385: 23 22 21
pixel 12386: 24 23 22
pixel 12387: 21 21 21
pixel 12388: 22 22 22
pixel 12389: 21 22 23
pixel 12390: 22 23 24
pixel 12391: 21 22 23
pixel 12392: 24 23 22
pixel 12393: 22 22 22
pixel 12394: 21 21 21
pixel 12395: 22 21 20
pixel 12396: 21 22 19
pixel 12397: 22 21 20
pixel 12398: 23 22 21
pixel 12399: 24 23 22
pixel 12400: 22 22 22
pixel 12401: 22 22 22
pixel 12402: 23 22 21
pixel 12403: 23 22 21
pixel 12404: 23 22 21
pixel 12405: 23 21 19
pixel 12406: 24 23 22
pixel 12407: 23 22 21
pixel 12408: 23 22 21
pixel 12409: 21 23 21
pixel 12410: 21 21 21
pixel 12411: 22 22 22
pixel 12412: 21 23 21
pixel 12413: 22 22 22
pixel 12414: 22 23 24
pixel 12415: 21 21 21
pixel 12416: 21 23 21
pixel 12417: 21 23 21
pixel 12418: 25 25 25
pixel 12419: 25 25 25
pixel 12420: 25 25 25
pixel 12421: 25 25 25
pixel 12422: 25 25 25
pixel 12423: 25 25 25
pixel 12424: 25 25 25
pixel 12425: 25 25 25
pixel 12426: 25 25 25
pixel 12427: 25 25 25
pixel 12428: 25 25 25
pixel 12429: 25 25 25
pixel 12430: 25 25 25
pixel 12431: 25 25 25
pixel 12432: 25 25 25
pixel 12433: 25 25 25
pixel 12434: 25 25 25
pixel 12435: 25 25 25
pixel 12436: 25 25 25
pixel 12437: 25 25 25
pixel 12438: 25 25 25
pixel 12439: 25 25 25
pixel 12440: 25 25 25
pixel 12441: 25 25 25
pixel 12442: 25 25 25
pixel 12443: 25 25 25
pixel 12444: 25 25 25
pixel 12445: 25 25 25
pixel 12446: 25 25 25
pixel 12447: 25 25 25
pixel 12448: 25 25 25
pixel 12449: 25 25 25
pixel 12450: 25 25 25
pixel 12451: 25 25 25
pixel 12452: 25 25 25
pixel 12453: 25 25 25
pixel 12454: 25 25 25
pixel 12455: 25 25 25
pixel 12456: 25 25 25
pixel 12457: 25 25 25
pixel 12458: 25 25 25
pixel 12459: 25 25 25
pixel 12460: 25 25 25
pixel 12461: 25 25 25
pixel 12462: 25 25 25
pixel 12463: 25 25 25
pixel 12464: 25 25 25
pixel 12465: 25 25 25
pixel 12466: 25 25 25
pixel 12467: 25 25 25
pixel 12468: 25 25 25
pixel 12469: 25 25 25
pixel 12470: 25 25 25
pixel 12471: 25 25 25
pixel 12472: 25 25 25
pixel 12473: 25 25 25
pixel 12474: 25 25 25
pixel 12475: 25 25 25
pixel 12476: 25 25 25
pixel 12477: 25 25 25
pixel 12478: 25 25 25
pixel 12479: 25 25 25
pixel 12480: 25 25 25
pixel 12481: 25 25 25
pixel 12482: 25 25 25
pixel 12483: 25 25 25
pixel 12484: 25 25 25
pixel 12485: 25 25 25
pixel 12486: 25 25 25
pixel 12487: 25 25 25
pixel 12488: 25 25 25
pixel 12489: 25 25 25
pixel 12490: 25 25 25
pixel 12491: 25 25 25
pixel 12492: 25 25 25
pixel 12493: 25 25 25
pixel 12494: 25 25 25
pixel 12495: 25 25 25
pixel 12496: 25 25 25
pixel 12497: 25 25 25
pixel 12498: 25 25 25
pixel 12499: 25 25 25
pixel 12500: 25 25 25
pixel 12501: 25 25 25
pixel 12502: 25 25 25
pixel 12503: 25 25 25
pixel 12504: 25 25 25
pixel 12505: 25 25 25
pixel 12506: 25 25 25
pixel 12507: 25 25 25
pixel 12508: 25 25 25
pixel 12509: 25 25 25
pixel 12510: 25 25 25
pixel 12511: 25 25 25
pixel 12512: 25 25 25
pixel 12513: 25 25 25
pixel 12514: 25 25 25
pixel 12515: 25 25 25
pixel 12516: 25 25 25
pixel 12517: 25 25 25
pixel 12518: 25 25 25
pixel 12519: 25 25 25
pixel 12520: 25 25 25
pixel 12521: 25 25 25
pixel 12522: 25 25 25
pixel 12523: 25 25 25
pixel 12524: 25 25 25
pixel 12525: 25 25 25
pixel 12526: 25 25 25
pixel 12527: 25 25 25
pixel 12528: 25 25 25
pixel 12529: 25 25 25
pixel 12530: 25 25 25
pixel 12531: 25 25 25
pixel 12532: 25 25 25
pixel 12533: 25 25 25
pixel 12534: 25 25 25
pixel 12535: 25 25 25
pixel 12536: 25 25 25
pixel 12537: 25 25 25
pixel 12538: 25 25 25
pixel 12539: 25 25 25
pixel 12540: 25 25 25
pixel 12541: 25 25 25
pixel 12542: 25 25 25
pixel 12543: 25 25 25
pixel 12544: 25 25 25
pixel 12545: 25 25 25
pixel 12546: 25 25 25
pixel 12547: 25 25 25
pixel 12548: 25 25 25
pixel 12549: 25 25 25
pixel 12550: 25 25 25
pixel 12551: 25 25 25
pixel 12552: 25 25 25
pixel 12553: 25 25 25
pixel 12554: 25 25 25
pixel 12555: 25 25 25
pixel 12556: 25 25 25
pixel 12557: 25 25 25
pixel 12558: 25 25 25
pixel 12559: 25 25 25
pixel 12560: 25 25 25
pixel 12561: 25 25 25
pixel 12562: 25 25 25
pixel 12563: 25 25 25
pixel 12564: 25 25 25
pixel 12565: 25 25 25
pixel 12566: 25 25 25
pixel 12567: 25 25 25
pixel 12568: 25 25 25
pixel 12569: 25 25 25
pixel 12570: 25 25 25
pixel 12571: 25 25 25
pixel 12572: 25 25 25
pixel 12573: 25 25 25
pixel 12574: 25 25 25
pixel 12575: 25 25 25
pixel 12576: 25 25 25
pixel 12577: 25 25 25
pixel 12578: 25 25 25
pixel 12579: 25 25 25
pixel 12580: 25 25 25
pixel 12581: 25 25 25
pixel 12582: 25 25 25
pixel 12583: 25 25 25
pixel 12584: 25 25 25
pixel 12585: 25 25 25
pixel 12586: 25 25 25
pixel 12587: 25 25 25
pixel 12588: 25 25 25
pixel 12589: 25 25 25
pixel 12590: 25 25 25
pixel 12591: 25 25 25
pixel 12592: 25 25 25
pixel 12593: 25 25 25
pixel 12594: 25 25 25
pixel 12595: 25 25 25
pixel 12596: 25 25 25
pixel 12597: 25 25 25
pixel 12598: 25 25 25
pixel 12599: 25 25 25
pixel 12600: 25 25 25
pixel 12601: 25 25 25
pixel 12602: 25 25 25
pixel 12603: 25 25 25
pixel 12604: 25 25 25
pixel 12605: 25 25 25
pixel 12606: 25 25 25
pixel 12607: 25 25 25
pixel 12608: 25 25 25
pixel 12609: 25 25 25
pixel 12610: 25 25 25
pixel 12611: 25 25 25
pixel 12612: 25 25 25
pixel 12613: 25 25 25
pixel 12614: 25 25 25
pixel 12615: 25 25 25
pixel 12616: 25 25 25
pixel 12617: 25 25 25
pixel 12618: 25 25 25
pixel 12619: 25 25 25
pixel 12620: 25 25 25
pixel 12621: 25 25 25
pixel 12622: 25 25 25
pixel 12623: 25 25 25
pixel 12624: 25 25 25
pixel 12625: 25 25 25
pixel 12626: 25 25 25
pixel 12627: 25 25 25
pixel 12628: 25 25 25
pixel 12629: 25 25 25
pixel 12630: 25 25 25
pixel 12631: 25 25 25
pixel 12632: 25 25 25
pixel 12633: 25 25 25
pixel 12634: 25 25 25
pixel 12635: 25 25 25
pixel 12636: 25 25 25
pixel 12637: 25 25 25
pixel 12638: 25 25 25
pixel 12639: 25 25 25
pixel 12640: 25 25 25
pixel 12641: 25 25 25
pixel 12642: 25 25 25
pixel 12643: 25 25 25
pixel 12644: 25 25 25
pixel 12645: 25 25 25
pixel 12646: 25 25 25
pixel 12647: 25 25 25
pixel 12648: 25 25 25
pixel 12649: 25 25 25
pixel 12650: 25 25 25
pixel 12651: 25 25 25
pixel 12652: 25 25 25
pixel 12653: 25 25 25
pixel 12654: 25 25 25
pixel 12655: 25 25 25
pixel 12656: 25 25 25
pixel 12657: 25 25 25
pixel 12658: 25 25 25
pixel 12659: 25 25 25
pixel 12660: 25 25 25
pixel 12661: 25 25 25
pixel 12662: 25 25 25
pixel 12663: 25 25 25
pixel 12664: 25 25 25
pixel 12665: 25 25 25
pixel 12666: 25 25 25
pixel 12667: 25 25 25
pixel 12668: 25 25 25
pixel 12669: 25 25 25
pixel 12670: 25 25 25
pixel 12671: 25 25 25
pixel 12672: 25 25 25
pixel 12673: 25 25 25
pixel 12674: 25 25 25
pixel 12675: 25 25 25
pixel 12676: 25 25 25
pixel 12677: 25 25 25
pixel 12678: 25 25 25
pixel 12679: 25 25 25
pixel 12680: 25 25 25
pixel 12681: 25 25 25
pixel 12682: 25 25 25
pixel 12683: 25 25 25
pixel 12684: 25 25 25
pixel 12685: 25 25 25
