[computeDictionary] Generating visual words...
pixel 3982: 20 21 22
pixel 3983: 19 20 21
pixel 3984: 23 22 25
pixel 3985: 24 23 26
pixel 3986: 22 23 24
pixel 3987: 23 23 23
pixel 3988: 22 21 24
pixel 3989: 23 23 23
pixel 3990: 23 23 23
pixel 3991: 22 22 22
pixel 3992: 23 22 21
pixel 3993: 24 24 24
pixel 3994: 24 23 22
pixel 3995: 21 20 19
pixel 3996: 23 22 21
pixel 3997: 24 23 22
pixel 3998: 24 23 22
pixel 3999: 21 23 21
pixel 4000: 21 21 21
pixel 4001: 20 23 22
pixel 4002: 23 22 21
pixel 4003: 24 23 22
pixel 4004: 23 22 21
pixel 4005: 25 24 23
pixel 4006: 23 23 23
pixel 4007: 23 23 23
pixel 4008: 22 23 24
pixel 4009: 23 22 21
pixel 4010: 23 22 21
pixel 4011: 24 23 22
pixel 4012: 24 23 22
pixel 4013: 22 22 22
pixel 4014: 22 22 22
pixel 4015: 23 21 23
pixel 4016: 24 23 22
pixel 4017: 24 23 22
pixel 4018: 23 22 21
pixel 4019: 23 23 23
pixel 4020: 23 21 23
pixel 4021: 22 22 22
pixel 4022: 25 25 25
pixel 4023: 23 23 23
pixel 4024: 23 23 23
pixel 4025: 22 22 22
pixel 4026: 24 25 26
pixel 4027: 22 25 24
pixel 4028: 22 24 26
pixel 4029: 23 24 25
pixel 4030: 23 24 25
pixel 4031: 21 24 23
pixel 4032: 26 25 20
pixel 4033: 24 23 22
pixel 4034: 25 25 21
pixel 4035: 28 26 24
pixel 4036: 24 25 22
pixel 4037: 26 24 22
pixel 4038: 24 22 20
pixel 4039: 38 35 32
pixel 4040: 77 74 67
pixel 4041: 54 52 46
pixel 4042: 28 27 22
pixel 4043: 29 28 23
pixel 4044: 28 28 24
pixel 4045: 27 25 23
pixel 4046: 25 24 23
pixel 4047: 25 24 23
pixel 4048: 25 24 23
pixel 4049: 26 26 26
pixel 4050: 25 24 23
pixel 4051: 24 24 24
pixel 4052: 25 24 23
pixel 4053: 25 24 23
pixel 4054: 24 24 24
pixel 4055: 25 24 23
pixel 4056: 25 25 25
pixel 4057: 26 26 26
pixel 4058: 23 23 23
pixel 4059: 22 22 22
pixel 4060: 24 23 22
pixel 4061: 23 23 23
pixel 4062: 25 24 23
pixel 4063: 24 23 22
pixel 4064: 23 22 21
pixel 4065: 24 23 22
pixel 4066: 24 23 22
pixel 4067: 26 25 24
pixel 4068: 27 26 25
pixel 4069: 25 24 23
pixel 4070: 23 23 23
pixel 4071: 21 24 23
pixel 4072: 21 23 21
pixel 4073: 20 22 20
pixel 4074: 22 23 24
pixel 4075: 20 21 22
pixel 4076: 21 24 23
pixel 4077: 20 22 20
pixel 4078: 23 24 25
pixel 4079: 20 22 24
pixel 4080: 22 23 24
pixel 4081: 22 23 24
pixel 4082: 23 23 23
pixel 4083: 22 21 24
pixel 4084: 24 23 22
pixel 4085: 23 22 21
pixel 4086: 22 22 22
pixel 4087: 25 25 21
pixel 4088: 24 22 20
pixel 4089: 21 21 17
pixel 4090: 23 23 19
pixel 4091: 22 22 22
pixel 4092: 20 23 22
pixel 4093: 23 23 23
pixel 4094: 18 23 24
pixel 4095: 18 22 22
pixel 4096: 20 25 26
pixel 4097: 23 25 23
pixel 4098: 23 23 23
pixel 4099: 21 22 23
pixel 4100: 22 22 22
pixel 4101: 20 21 22
pixel 4102: 20 22 24
pixel 4103: 20 22 24
pixel 4104: 19 20 21
pixel 4105: 21 21 21
pixel 4106: 20 20 20
pixel 4107: 21 21 21
pixel 4108: 23 21 23
pixel 4109: 23 23 23
pixel 4110: 23 22 25
pixel 4111: 22 21 24
pixel 4112: 22 22 22
pixel 4113: 23 21 23
pixel 4114: 22 21 20
pixel 4115: 21 20 19
pixel 4116: 20 20 20
pixel 4117: 23 22 21
pixel 4118: 24 23 22
pixel 4119: 22 23 20
pixel 4120: 22 22 18
pixel 4121: 23 24 21
pixel 4122: 21 22 19
pixel 4123: 22 22 18
pixel 4124: 22 23 20
pixel 4125: 23 22 21
pixel 4126: 23 22 21
pixel 4127: 21 23 21
pixel 4128: 23 23 23
pixel 4129: 23 25 23
pixel 4130: 23 24 21
pixel 4131: 22 22 22
pixel 4132: 23 22 21
pixel 4133: 25 24 23
pixel 4134: 24 23 22
pixel 4135: 21 23 21
pixel 4136: 21 23 21
pixel 4137: 21 21 21
pixel 4138: 23 23 23
pixel 4139: 21 23 21
pixel 4140: 21 23 21
pixel 4141: 22 22 22
pixel 4142: 23 23 23
pixel 4143: 26 25 24
pixel 4144: 23 23 23
pixel 4145: 23 23 19
pixel 4146: 23 22 21
pixel 4147: 21 22 19
pixel 4148: 23 22 21
pixel 4149: 22 22 22
pixel 4150: 23 22 21
pixel 4151: 23 22 21
pixel 4152: 22 23 20
pixel 4153: 25 24 23
pixel 4154: 22 24 22
pixel 4155: 21 22 23
pixel 4156: 22 23 24
pixel 4157: 23 25 23
pixel 4158: 25 24 23
pixel 4159: 24 24 24
pixel 4160: 24 24 20
pixel 4161: 27 25 23
pixel 4162: 27 27 23
pixel 4163: 29 27 25
pixel 4164: 26 25 24
pixel 4165: 21 20 11
pixel 4166: 19 17 3
pixel 4167: 93 91 57
pixel 4168: 182 178 122
pixel 4169: 193 192 131
pixel 4170: 130 131 72
pixel 4171: 61 63 17
pixel 4172: 37 39 9
pixel 4173: 31 31 11
pixel 4174: 27 29 19
pixel 4175: 27 26 21
pixel 4176: 24 24 20
pixel 4177: 25 25 21
pixel 4178: 27 27 23
pixel 4179: 25 25 21
pixel 4180: 24 24 20
pixel 4181: 26 24 22
pixel 4182: 25 24 23
pixel 4183: 27 26 25
pixel 4184: 24 24 24
pixel 4185: 25 24 23
pixel 4186: 24 24 24
pixel 4187: 24 23 22
pixel 4188: 24 23 22
pixel 4189: 23 24 25
pixel 4190: 24 22 24
pixel 4191: 24 24 24
pixel 4192: 24 24 24
pixel 4193: 25 24 23
pixel 4194: 23 23 23
pixel 4195: 24 23 22
pixel 4196: 23 23 23
pixel 4197: 23 23 23
pixel 4198: 23 22 21
pixel 4199: 24 23 22
pixel 4200: 23 24 25
pixel 4201: 22 23 24
pixel 4202: 22 24 26
pixel 4203: 21 22 23
pixel 4204: 23 26 25
pixel 4205: 22 24 22
pixel 4206: 23 23 23
pixel 4207: 21 23 21
pixel 4208: 25 24 23
pixel 4209: 23 22 21
pixel 4210: 24 24 24
pixel 4211: 22 22 22
pixel 4212: 24 22 24
pixel 4213: 25 23 25
pixel 4214: 24 24 24
pixel 4215: 26 25 24
pixel 4216: 24 23 22
pixel 4217: 22 22 22
pixel 4218: 22 22 22
pixel 4219: 22 22 22
pixel 4220: 21 22 23
pixel 4221: 22 23 24
pixel 4222: 21 23 21
pixel 4223: 22 22 22
pixel 4224: 21 21 21
pixel 4225: 24 23 22
pixel 4226: 22 22 22
pixel 4227: 18 20 18
pixel 4228: 19 21 19
pixel 4229: 20 21 22
pixel 4230: 20 22 24
pixel 4231: 20 20 24
pixel 4232: 20 21 22
pixel 4233: 21 20 23
pixel 4234: 23 22 25
pixel 4235: 22 21 24
pixel 4236: 23 22 25
pixel 4237: 22 22 22
pixel 4238: 21 21 21
pixel 4239: 22 22 22
pixel 4240: 22 22 22
pixel 4241: 21 19 21
pixel 4242: 21 21 21
pixel 4243: 21 20 19
pixel 4244: 22 22 22
pixel 4245: 23 22 21
pixel 4246: 23 22 21
pixel 4247: 22 22 22
pixel 4248: 23 22 21
pixel 4249: 23 24 21
pixel 4250: 23 22 21
pixel 4251: 23 22 21
pixel 4252: 22 23 20
pixel 4253: 23 22 21
pixel 4254: 23 22 21
pixel 4255: 22 22 22
pixel 4256: 23 22 21
pixel 4257: 22 22 22
pixel 4258: 24 23 22
pixel 4259: 22 22 22
pixel 4260: 23 22 21
pixel 4261: 23 21 23
pixel 4262: 23 23 23
pixel 4263: 20 21 18
pixel 4264: 23 22 21
pixel 4265: 23 22 21
pixel 4266: 22 22 22
pixel 4267: 23 22 21
pixel 4268: 23 22 21
pixel 4269: 25 24 23
pixel 4270: 22 22 22
pixel 4271: 25 24 23
pixel 4272: 24 23 22
pixel 4273: 22 23 20
pixel 4274: 23 23 23
pixel 4275: 25 24 23
pixel 4276: 23 22 21
pixel 4277: 21 23 21
pixel 4278: 21 23 21
pixel 4279: 23 25 23
pixel 4280: 24 25 26
pixel 4281: 23 24 25
pixel 4282: 23 25 27
pixel 4283: 24 26 24
pixel 4284: 24 26 24
pixel 4285: 27 26 25
pixel 4286: 27 26 25
pixel 4287: 27 26 25
pixel 4288: 27 27 23
pixel 4289: 25 24 23
pixel 4290: 28 27 22
pixel 4291: 26 24 18
pixel 4292: 32 27 10
pixel 4293: 86 73 40
pixel 4294: 167 147 91
pixel 4295: 198 174 94
pixel 4296: 202 175 60
pixel 4297: 202 180 38
pixel 4298: 200 182 32
pixel 4299: 200 186 44
pixel 4300: 183 170 45
pixel 4301: 148 142 48
pixel 4302: 99 101 39
pixel 4303: 58 62 22
pixel 4304: 31 34 9
pixel 4305: 29 31 17
pixel 4306: 27 27 19
pixel 4307: 27 26 21
pixel 4308: 27 24 21
pixel 4309: 28 25 26
pixel 4310: 27 27 27
pixel 4311: 25 25 25
pixel 4312: 23 23 23
pixel 4313: 26 25 24
pixel 4314: 27 26 25
pixel 4315: 27 26 25
pixel 4316: 25 24 23
pixel 4317: 24 23 22
pixel 4318: 24 25 22
pixel 4319: 25 24 23
pixel 4320: 25 24 23
pixel 4321: 26 25 24
pixel 4322: 24 23 22
pixel 4323: 23 22 21
pixel 4324: 24 23 22
pixel 4325: 22 22 22
pixel 4326: 22 22 22
pixel 4327: 23 23 23
pixel 4328: 23 22 21
pixel 4329: 25 24 23
pixel 4330: 27 26 25
pixel 4331: 24 23 22
pixel 4332: 20 20 20
pixel 4333: 26 24 22
pixel 4334: 26 24 22
pixel 4335: 24 22 24
pixel 4336: 25 23 25
pixel 4337: 23 24 25
pixel 4338: 21 21 21
pixel 4339: 23 23 23
pixel 4340: 21 22 23
pixel 4341: 21 22 23
pixel 4342: 20 22 24
pixel 4343: 23 23 23
pixel 4344: 24 22 24
pixel 4345: 22 22 22
pixel 4346: 22 22 22
pixel 4347: 22 23 24
pixel 4348: 23 23 23
pixel 4349: 25 23 25
pixel 4350: 25 25 25
pixel 4351: 22 22 22
pixel 4352: 23 24 25
pixel 4353: 25 24 23
pixel 4354: 21 20 23
pixel 4355: 20 21 22
pixel 4356: 21 20 23
pixel 4357: 21 22 23
pixel 4358: 21 19 21
pixel 4359: 23 21 23
pixel 4360: 23 23 23
pixel 4361: 22 21 20
pixel 4362: 21 21 21
pixel 4363: 22 22 22
pixel 4364: 23 21 23
pixel 4365: 23 23 23
pixel 4366: 22 22 22
pixel 4367: 21 22 23
pixel 4368: 23 23 23
pixel 4369: 23 21 23
pixel 4370: 22 22 22
pixel 4371: 23 22 21
pixel 4372: 22 22 22
pixel 4373: 22 22 22
pixel 4374: 23 23 23
pixel 4375: 22 22 22
pixel 4376: 23 21 23
pixel 4377: 23 23 23
pixel 4378: 23 23 23
pixel 4379: 23 21 23
pixel 4380: 23 23 23
pixel 4381: 23 23 23
pixel 4382: 22 21 24
pixel 4383: 22 22 22
pixel 4384: 22 21 20
pixel 4385: 24 24 24
pixel 4386: 23 23 23
pixel 4387: 22 22 22
pixel 4388: 23 22 25
pixel 4389: 23 22 25
pixel 4390: 23 22 25
pixel 4391: 23 23 23
pixel 4392: 24 23 26
pixel 4393: 24 24 24
pixel 4394: 22 22 22
pixel 4395: 22 23 20
pixel 4396: 22 22 22
pixel 4397: 22 22 22
pixel 4398: 24 23 22
pixel 4399: 23 22 21
pixel 4400: 25 24 23
pixel 4401: 24 23 22
pixel 4402: 24 24 24
pixel 4403: 24 24 24
pixel 4404: 25 24 23
pixel 4405: 25 25 25
pixel 4406: 26 26 26
pixel 4407: 23 24 25
pixel 4408: 25 24 27
pixel 4409: 23 23 23
pixel 4410: 23 21 23
pixel 4411: 24 23 22
pixel 4412: 24 24 24
pixel 4413: 26 25 24
pixel 4414: 25 24 23
pixel 4415: 27 26 25
pixel 4416: 27 26 21
pixel 4417: 25 22 15
pixel 4418: 55 49 31
pixel 4419: 113 94 55
pixel 4420: 179 152 73
pixel 4421: 212 181 70
pixel 4422: 207 179 43
pixel 4423: 206 180 22
pixel 4424: 207 184 9
pixel 4425: 210 188 6
pixel 4426: 210 187 4
pixel 4427: 209 186 3
pixel 4428: 209 185 5
pixel 4429: 205 187 13
pixel 4430: 198 187 32
pixel 4431: 195 188 53
pixel 4432: 184 179 66
pixel 4433: 160 152 68
pixel 4434: 92 83 34
pixel 4435: 61 53 25
pixel 4436: 44 39 22
pixel 4437: 31 30 17
pixel 4438: 26 25 20
pixel 4439: 26 27 24
pixel 4440: 22 25 24
pixel 4441: 24 26 24
pixel 4442: 25 27 25
pixel 4443: 27 26 25
pixel 4444: 27 25 23
pixel 4445: 26 24 22
pixel 4446: 26 25 24
pixel 4447: 27 25 23
pixel 4448: 26 25 24
pixel 4449: 26 25 24
pixel 4450: 24 23 22
pixel 4451: 25 24 23
pixel 4452: 27 26 25
pixel 4453: 25 25 25
pixel 4454: 23 23 23
pixel 4455: 23 23 23
pixel 4456: 23 23 23
pixel 4457: 26 24 26
pixel 4458: 24 23 22
pixel 4459: 24 23 22
pixel 4460: 26 27 24
pixel 4461: 24 23 22
pixel 4462: 24 23 22
pixel 4463: 25 24 23
pixel 4464: 23 22 21
pixel 4465: 25 25 25
pixel 4466: 25 24 27
pixel 4467: 24 23 26
pixel 4468: 22 23 24
pixel 4469: 21 22 23
pixel 4470: 20 23 22
pixel 4471: 24 24 24
pixel 4472: 22 22 22
pixel 4473: 22 22 22
pixel 4474: 22 22 22
pixel 4475: 21 23 21
pixel 4476: 21 23 21
pixel 4477: 20 22 20
pixel 4478: 21 23 21
pixel 4479: 26 26 26
pixel 4480: 24 24 24
pixel 4481: 24 24 24
pixel 4482: 21 21 21
pixel 4483: 19 20 21
pixel 4484: 20 20 20
pixel 4485: 23 23 23
pixel 4486: 22 23 20
pixel 4487: 22 21 20
pixel 4488: 22 23 20
pixel 4489: 22 22 18
pixel 4490: 22 22 18
pixel 4491: 21 23 17
pixel 4492: 22 23 20
pixel 4493: 22 22 22
pixel 4494: 20 22 20
pixel 4495: 20 23 22
pixel 4496: 23 23 23
pixel 4497: 23 23 23
pixel 4498: 21 21 21
pixel 4499: 21 21 21
pixel 4500: 21 21 21
pixel 4501: 20 20 20
pixel 4502: 22 22 22
pixel 4503: 22 22 22
pixel 4504: 23 22 21
pixel 4505: 21 21 21
pixel 4506: 24 23 22
pixel 4507: 23 22 21
pixel 4508: 23 23 23
pixel 4509: 22 21 20
pixel 4510: 23 22 21
pixel 4511: 21 20 19
pixel 4512: 23 22 21
pixel 4513: 24 23 22
pixel 4514: 22 23 24
pixel 4515: 23 24 25
pixel 4516: 22 22 22
pixel 4517: 22 22 22
pixel 4518: 23 24 25
pixel 4519: 24 23 22
pixel 4520: 23 22 21
pixel 4521: 22 24 22
pixel 4522: 23 23 23
pixel 4523: 22 24 22
pixel 4524: 26 25 24
pixel 4525: 24 23 22
pixel 4526: 24 22 20
pixel 4527: 24 23 22
pixel 4528: 23 23 23
pixel 4529: 23 22 21
pixel 4530: 24 23 22
pixel 4531: 24 23 22
pixel 4532: 26 25 24
pixel 4533: 23 23 23
pixel 4534: 22 24 22
pixel 4535: 24 24 24
pixel 4536: 26 26 26
pixel 4537: 27 26 25
pixel 4538: 26 27 24
pixel 4539: 27 27 23
pixel 4540: 26 25 24
pixel 4541: 26 26 22
pixel 4542: 27 27 19
pixel 4543: 26 24 10
pixel 4544: 70 63 32
pixel 4545: 138 125 76
pixel 4546: 177 158 83
pixel 4547: 206 183 64
pixel 4548: 211 185 31
pixel 4549: 210 188 10
pixel 4550: 210 186 6
pixel 4551: 207 188 1
pixel 4552: 207 188 1
pixel 4553: 206 186 2
pixel 4554: 208 188 0
pixel 4555: 208 187 2
pixel 4556: 211 188 1
pixel 4557: 211 188 1
pixel 4558: 208 188 0
pixel 4559: 206 188 2
pixel 4560: 203 187 7
pixel 4561: 197 181 13
pixel 4562: 203 186 45
pixel 4563: 209 193 77
pixel 4564: 179 165 67
pixel 4565: 142 132 50
pixel 4566: 107 103 39
pixel 4567: 59 60 21
pixel 4568: 31 35 11
pixel 4569: 32 33 18
pixel 4570: 27 27 19
pixel 4571: 25 27 21
pixel 4572: 27 27 23
pixel 4573: 25 27 21
pixel 4574: 24 25 22
pixel 4575: 25 26 23
pixel 4576: 24 24 24
pixel 4577: 27 26 25
pixel 4578: 26 26 26
pixel 4579: 25 24 23
pixel 4580: 24 23 22
pixel 4581: 25 24 23
pixel 4582: 26 26 22
pixel 4583: 23 23 23
pixel 4584: 22 21 20
pixel 4585: 24 23 22
pixel 4586: 23 24 21
pixel 4587: 24 24 20
pixel 4588: 23 23 19
pixel 4589: 22 24 22
pixel 4590: 21 21 21
pixel 4591: 21 23 21
pixel 4592: 24 24 24
pixel 4593: 22 23 24
pixel 4594: 25 25 25
pixel 4595: 26 24 26
pixel 4596: 22 24 22
pixel 4597: 22 24 18
pixel 4598: 23 25 19
pixel 4599: 25 25 21
pixel 4600: 25 23 21
pixel 4601: 25 24 23
pixel 4602: 21 21 21
pixel 4603: 22 22 22
pixel 4604: 23 25 23
pixel 4605: 23 24 25
pixel 4606: 23 25 23
pixel 4607: 22 22 22
pixel 4608: 21 23 21
pixel 4609: 20 22 20
pixel 4610: 20 20 20
pixel 4611: 19 21 19
pixel 4612: 21 21 21
pixel 4613: 20 23 22
pixel 4614: 23 22 21
pixel 4615: 23 20 21
pixel 4616: 22 22 22
pixel 4617: 22 21 20
pixel 4618: 22 22 22
pixel 4619: 18 20 18
pixel 4620: 21 21 21
pixel 4621: 20 23 22
pixel 4622: 21 21 21
pixel 4623: 22 22 22
pixel 4624: 19 21 19
pixel 4625: 21 21 21
pixel 4626: 22 22 22
pixel 4627: 22 22 22
pixel 4628: 22 23 24
pixel 4629: 23 21 23
pixel 4630: 23 23 23
pixel 4631: 22 23 24
pixel 4632: 22 22 22
pixel 4633: 22 21 24
pixel 4634: 23 23 23
pixel 4635: 25 23 25
pixel 4636: 24 23 22
pixel 4637: 22 22 18
pixel 4638: 22 22 18
pixel 4639: 23 23 19
pixel 4640: 24 22 20
pixel 4641: 22 22 22
pixel 4642: 22 23 20
pixel 4643: 23 22 21
pixel 4644: 23 25 23
pixel 4645: 21 21 21
pixel 4646: 21 22 19
pixel 4647: 20 22 20
pixel 4648: 20 22 20
pixel 4649: 21 22 19
pixel 4650: 24 25 22
pixel 4651: 22 24 22
pixel 4652: 23 23 19
pixel 4653: 24 23 22
pixel 4654: 28 25 22
pixel 4655: 26 22 22
pixel 4656: 24 23 22
pixel 4657: 25 25 21
pixel 4658: 23 23 19
pixel 4659: 24 24 20
pixel 4660: 24 23 22
pixel 4661: 21 23 21
pixel 4662: 22 23 20
pixel 4663: 24 26 24
pixel 4664: 27 27 23
pixel 4665: 24 23 22
pixel 4666: 24 27 26
pixel 4667: 25 26 23
pixel 4668: 25 26 19
pixel 4669: 27 25 11
pixel 4670: 81 71 41
pixel 4671: 163 149 83
pixel 4672: 186 163 64
pixel 4673: 201 180 51
pixel 4674: 209 184 31
pixel 4675: 208 186 12
pixel 4676: 207 189 3
pixel 4677: 209 189 1
pixel 4678: 206 186 2
pixel 4679: 206 188 2
pixel 4680: 209 189 1
pixel 4681: 203 180 1
pixel 4682: 195 168 1
pixel 4683: 202 174 2
pixel 4684: 214 187 4
pixel 4685: 212 186 4
pixel 4686: 209 189 5
pixel 4687: 205 185 1
pixel 4688: 205 184 3
pixel 4689: 202 185 8
pixel 4690: 205 185 17
pixel 4691: 211 190 33
pixel 4692: 207 189 35
pixel 4693: 196 178 28
pixel 4694: 197 184 39
pixel 4695: 191 187 55
pixel 4696: 193 190 79
pixel 4697: 181 177 89
pixel 4698: 121 114 55
pixel 4699: 58 54 14
pixel 4700: 42 39 16
pixel 4701: 33 31 17
pixel 4702: 29 30 19
pixel 4703: 27 26 21
pixel 4704: 28 28 24
pixel 4705: 27 26 21
pixel 4706: 26 27 20
pixel 4707: 22 26 18
pixel 4708: 23 25 19
pixel 4709: 24 25 22
pixel 4710: 26 26 22
pixel 4711: 24 24 20
pixel 4712: 25 24 23
pixel 4713: 24 24 24
pixel 4714: 26 26 22
pixel 4715: 25 24 19
pixel 4716: 23 23 19
pixel 4717: 22 26 18
pixel 4718: 24 27 22
pixel 4719: 22 24 22
pixel 4720: 24 23 22
pixel 4721: 23 23 23
pixel 4722: 23 22 25
pixel 4723: 24 23 26
pixel 4724: 24 24 24
pixel 4725: 24 23 22
pixel 4726: 24 24 24
pixel 4727: 25 24 23
pixel 4728: 23 22 21
pixel 4729: 22 21 20
pixel 4730: 25 24 23
pixel 4731: 22 22 22
pixel 4732: 24 24 24
pixel 4733: 24 22 24
pixel 4734: 20 22 20
pixel 4735: 20 22 20
pixel 4736: 20 22 20
pixel 4737: 23 22 21
pixel 4738: 22 22 22
pixel 4739: 21 23 21
pixel 4740: 21 21 21
pixel 4741: 21 21 21
pixel 4742: 21 23 21
pixel 4743: 22 22 22
pixel 4744: 22 22 22
pixel 4745: 21 20 19
pixel 4746: 21 20 19
pixel 4747: 20 22 20
pixel 4748: 22 22 22
pixel 4749: 19 20 21
pixel 4750: 20 21 22
pixel 4751: 20 21 22
pixel 4752: 18 19 20
pixel 4753: 20 21 22
pixel 4754: 22 22 22
pixel 4755: 24 23 22
pixel 4756: 21 19 21
pixel 4757: 22 22 22
pixel 4758: 22 22 22
pixel 4759: 22 23 24
pixel 4760: 22 20 22
pixel 4761: 22 23 24
pixel 4762: 23 23 23
pixel 4763: 23 23 23
pixel 4764: 22 22 22
pixel 4765: 24 24 20
pixel 4766: 23 22 21
pixel 4767: 22 21 20
pixel 4768: 24 23 22
pixel 4769: 24 23 22
pixel 4770: 23 22 21
pixel 4771: 23 23 23
pixel 4772: 23 23 23
pixel 4773: 24 23 22
pixel 4774: 23 23 23
pixel 4775: 23 22 21
pixel 4776: 24 23 22
pixel 4777: 22 23 24
pixel 4778: 21 22 23
pixel 4779: 23 25 23
pixel 4780: 23 23 19
pixel 4781: 22 23 20
pixel 4782: 25 24 23
pixel 4783: 26 25 24
pixel 4784: 24 25 22
pixel 4785: 24 24 20
pixel 4786: 24 23 22
pixel 4787: 23 23 19
pixel 4788: 24 23 18
pixel 4789: 25 25 21
pixel 4790: 24 24 20
pixel 4791: 24 24 20
pixel 4792: 24 25 22
pixel 4793: 27 25 23
pixel 4794: 26 22 14
pixel 4795: 46 34 10
pixel 4796: 105 90 47
pixel 4797: 177 156 87
pixel 4798: 198 172 66
pixel 4799: 207 180 37
pixel 4800: 211 185 15
pixel 4801: 210 186 6
pixel 4802: 209 187 1
pixel 4803: 207 186 1
pixel 4804: 208 189 2
pixel 4805: 208 188 0
pixel 4806: 208 187 2
pixel 4807: 207 186 1
pixel 4808: 211 184 1
pixel 4809: 199 162 1
pixel 4810: 183 140 1
pixel 4811: 194 148 2
pixel 4812: 208 163 2
pixel 4813: 214 178 2
pixel 4814: 211 185 3
pixel 4815: 209 186 3
pixel 4816: 207 186 1
pixel 4817: 206 186 6
pixel 4818: 208 189 14
pixel 4819: 207 187 15
pixel 4820: 207 186 13
pixel 4821: 207 185 11
pixel 4822: 207 186 9
pixel 4823: 208 187 6
pixel 4824: 205 188 11
pixel 4825: 202 186 18
pixel 4826: 192 176 24
pixel 4827: 187 170 37
pixel 4828: 188 174 64
pixel 4829: 182 170 82
pixel 4830: 143 130 57
pixel 4831: 89 79 25
pixel 4832: 49 40 3
pixel 4833: 38 31 12
pixel 4834: 33 29 21
pixel 4835: 27 26 21
pixel 4836: 25 25 21
pixel 4837: 26 25 24
pixel 4838: 26 25 24
pixel 4839: 27 26 25
pixel 4840: 25 25 25
pixel 4841: 25 25 25
pixel 4842: 25 24 23
pixel 4843: 25 23 21
pixel 4844: 23 24 21
pixel 4845: 26 26 22
pixel 4846: 23 23 19
pixel 4847: 25 25 21
pixel 4848: 24 24 20
pixel 4849: 21 23 21
pixel 4850: 23 24 21
pixel 4851: 23 24 21
pixel 4852: 21 23 21
pixel 4853: 23 22 21
pixel 4854: 24 25 22
pixel 4855: 24 24 24
pixel 4856: 21 21 21
pixel 4857: 21 22 23
pixel 4858: 23 23 23
pixel 4859: 23 22 25
pixel 4860: 24 23 22
pixel 4861: 22 22 22
pixel 4862: 23 23 23
pixel 4863: 21 21 21
pixel 4864: 23 23 23
pixel 4865: 25 24 23
pixel 4866: 20 21 22
pixel 4867: 20 23 22
pixel 4868: 21 23 21
pixel 4869: 21 23 21
pixel 4870: 21 21 21
pixel 4871: 20 21 22
pixel 4872: 19 20 17
pixel 4873: 19 20 17
pixel 4874: 20 21 18
pixel 4875: 18 20 18
pixel 4876: 19 21 19
pixel 4877: 20 23 22
pixel 4878: 20 21 22
pixel 4879: 20 22 24
pixel 4880: 21 22 23
pixel 4881: 20 21 22
pixel 4882: 19 22 21
pixel 4883: 22 21 20
pixel 4884: 22 23 20
pixel 4885: 22 22 22
pixel 4886: 23 21 23
pixel 4887: 21 21 21
pixel 4888: 22 22 22
pixel 4889: 21 22 23
pixel 4890: 24 23 22
pixel 4891: 23 22 21
pixel 4892: 22 22 22
pixel 4893: 22 22 18
pixel 4894: 23 23 19
pixel 4895: 25 23 21
pixel 4896: 23 22 21
pixel 4897: 25 24 23
pixel 4898: 25 22 23
pixel 4899: 26 24 26
pixel 4900: 25 25 25
pixel 4901: 22 22 22
pixel 4902: 24 23 22
pixel 4903: 21 23 21
pixel 4904: 22 23 24
pixel 4905: 22 23 24
pixel 4906: 23 24 25
pixel 4907: 26 25 24
pixel 4908: 23 22 21
pixel 4909: 25 24 23
pixel 4910: 27 26 25
pixel 4911: 26 25 24
pixel 4912: 24 25 22
pixel 4913: 27 27 23
pixel 4914: 26 25 24
pixel 4915: 26 25 24
pixel 4916: 28 26 24
pixel 4917: 25 25 21
pixel 4918: 27 25 19
pixel 4919: 31 24 21
pixel 4920: 27 17 7
pixel 4921: 62 47 16
pixel 4922: 137 117 49
pixel 4923: 187 164 57
pixel 4924: 200 177 42
pixel 4925: 206 180 26
pixel 4926: 210 185 12
pixel 4927: 210 186 2
pixel 4928: 211 186 1
pixel 4929: 214 190 2
pixel 4930: 211 190 1
pixel 4931: 207 186 1
pixel 4932: 207 189 3
pixel 4933: 212 190 12
pixel 4934: 209 180 15
pixel 4935: 160 119 2
pixel 4936: 145 81 1
pixel 4937: 159 70 1
pixel 4938: 166 63 0
pixel 4939: 173 59 1
pixel 4940: 179 62 1
pixel 4941: 177 71 1
pixel 4942: 170 85 0
pixel 4943: 177 107 1
pixel 4944: 195 142 1
pixel 4945: 218 176 14
pixel 4946: 210 181 8
pixel 4947: 208 185 6
pixel 4948: 210 184 6
pixel 4949: 208 183 2
pixel 4950: 211 185 3
pixel 4951: 209 186 3
pixel 4952: 207 187 3
pixel 4953: 207 190 5
pixel 4954: 206 188 6
pixel 4955: 207 189 7
pixel 4956: 207 188 9
pixel 4957: 207 189 19
pixel 4958: 204 185 26
pixel 4959: 206 183 36
pixel 4960: 200 179 50
pixel 4961: 180 162 60
pixel 4962: 140 134 52
pixel 4963: 87 83 19
pixel 4964: 45 43 1
pixel 4965: 31 34 5
pixel 4966: 31 31 19
pixel 4967: 29 28 23
pixel 4968: 29 28 23
pixel 4969: 28 27 22
pixel 4970: 24 24 20
pixel 4971: 27 26 21
pixel 4972: 25 25 21
pixel 4973: 27 27 23
pixel 4974: 27 27 23
pixel 4975: 26 26 22
pixel 4976: 28 27 26
pixel 4977: 24 24 24
pixel 4978: 26 26 22
pixel 4979: 25 25 21
